high low span,volume change,open less than close,to buy
0.011210762,0.205608565,1,0
0.010276172,-0.253716871,0,0
0.008619026,-0.291203088,1,0
0.03234609,0.597745646,0,0
0.014488003,-0.49225933,0,0
0.008820071,-0.240364874,0,0
0.01084486,-0.196674818,0,0
0.010338101,-0.149750766,0,0
0.009782183,-0.016321466,0,0
0.00857867,-0.003878083,0,0
0.006054293,0.119624391,1,0
0.007158196,-0.079724146,0,0
0.011717727,0.135041063,0,0
0.007246377,-0.431561699,0,0
0.016468318,0.407013654,1,0
0.006431495,-0.1000652,1,0
0.013143412,0.055077805,0,0
0.009654373,-0.269399846,1,0
0.007355313,0.004457819,0,0
0.061551886,0.679862783,1,0
0.024618347,0.093356297,0,0
0.01569002,-1.120456531,0,0
0.025213557,-0.080865187,1,0
0.01573082,0.003975555,1,0
0.016166444,0.362579195,0,1
0.021046877,-0.563818931,0,0
0.013309427,-0.279867916,0,0
0.010004113,-0.166510536,1,0
0.0108501,-0.128060154,1,0
0.014014219,0.28173774,0,0
0.019887533,-0.018543439,1,0
0.017672024,-0.045080007,0,0
0.020228348,-0.114423753,1,0
0.019835746,0.295691966,0,0
0.008193306,-0.393569316,0,0
0.01533101,-0.566033749,0,0
0.014340343,0.31314414,1,0
0.007636797,0.111899425,0,0
0.012831183,-0.263114328,1,0
0.017785744,0.120069379,1,0
0.01010101,-0.148505643,0,0
0.009331687,0.224693712,1,0
0.020640184,0.052354656,0,0
0.013419216,-0.248524832,1,0
0.015579032,0.141196245,1,0
0.009728145,-0.312181438,0,0
0.00973381,0.140750183,0,0
0.010309964,-0.208879664,1,0
0.010381314,0.308770434,0,0
0.016700638,-0.167983589,1,0
0.01335603,-0.13485888,0,0
0.00566923,-0.226765236,0,0
0.044434113,0.528462365,1,0
0.006956522,-0.911481988,0,0
0.014791905,0.133334397,0,0
0.012062646,0.214469492,0,1
0.02284587,0.642812361,1,0
0.014077264,-1.662339546,0,0
0.010934203,-0.277706927,0,0
0.014167244,0.069536657,1,0
0.022238881,0.388681807,1,0
0.013411151,-0.395285696,1,0
0.034573783,0.34391692,0,0
0.015892812,-0.506407713,0,0
0.009133563,-0.19252648,0,0
0.012716584,0.221284104,0,0
0.014662939,-0.022510006,1,0
0.018180666,-0.01470963,0,0
0.017650794,0.003214472,0,0
0.017682717,-0.033155492,0,0
0.012392039,-0.227621551,1,0
0.009938742,-0.10936568,0,0
0.013750235,-0.00885819,0,0
0.008069561,0.239278227,0,0
0.012819719,0.010461211,1,0
0.019151679,0.137443939,0,0
0.007835935,-0.086524827,0,0
0.006341463,-0.021259188,0,0
0.00798537,-0.599923082,1,0
0.022766535,0.436895399,0,0
0.015255389,-0.384248026,0,0
0.011658192,0.025040194,1,0
0.016516422,0.22922072,0,0
0.013374613,0.091713358,0,0
0.032264081,0.563827519,1,0
0.012840589,-0.602457909,1,0
0.008276472,-0.924002475,0,0
0.018576432,0.52132982,0,0
0.015787483,-0.725273032,0,0
0.008379008,-0.373137792,1,0
0.028384699,0.606382723,1,0
0.019883956,-0.410711462,1,0
0.011258147,0.205381336,1,0
0.017734972,-0.049908322,0,0
0.014561839,-0.238260905,0,0
0.007643779,-0.421138689,1,0
0.010307933,-0.139882955,1,0
0.0138204,0.153150403,0,0
0.011247643,-0.395774651,0,0
0.007638529,-0.147306754,1,0
0.00912171,0.186341263,0,0
0.008945235,0.056512828,1,0
0.00598841,-0.280633307,0,0
0.007988963,-0.013803594,0,0
0.018601668,-0.048122546,0,0
0.007856915,0.069327028,1,0
0.010513462,-0.035023234,0,0
0.005541754,0.014851045,0,0
0.014698524,0.31835697,1,0
0.010219979,-0.269880622,1,0
0.006947922,-0.164480171,1,0
0.013206821,0.616287101,0,0
0.011456,-0.78345279,0,0
0.01402318,-0.090410239,0,0
0.007765754,-0.263554726,1,0
0.014577073,0.148501477,0,0
0.006667302,-0.201464019,0,1
0.030052131,0.618448575,0,1
0.026091651,0.000435805,0,0
0.016031117,-0.238159214,0,0
0.025945233,-0.071714932,0,0
0.019154125,-0.011947616,0,1
0.018202899,0.442605532,1,0
0.018766141,-0.713768355,1,0
0.009438819,-0.43208938,1,0
0.010837494,0.020426983,1,0
0.016801228,0.147608801,1,0
0.006354841,-0.142664774,1,0
0.006322929,-0.489252779,1,0
0.013423602,0.28659898,1,0
0.011472084,0.178170074,0,0
0.009175921,-0.221515631,1,0
0.010285043,-0.0845348,0,0
0.005883045,-0.356284344,0,0
0.016864965,0.357825747,0,0
0.011145405,0.004872651,0,0
0.004881408,-0.782143809,0,0
0.00999483,0.316989423,0,0
0.017391807,0.193656487,1,0
0.033986311,0.37559479,0,0
0.021530404,-0.015332828,1,0
0.018532593,-0.014707927,0,0
0.017608952,-0.232757774,1,0
0.018391889,-0.189075203,1,0
0.022156677,0.04308084,0,0
0.009036145,-0.153445173,0,0
0.012871229,-0.059434065,1,0
0.023744715,0.30204169,1,0
0.0054106,-0.746701122,0,0
0.008939456,0.181347382,0,0
0.008593659,-0.144561582,0,0
0.009829281,0.454337935,0,0
0.013263802,-0.285211993,1,0
0.007448149,-0.064724299,0,0
0.012446229,-0.177322195,1,0
0.010970802,-0.129861404,1,0
0.005279698,-0.268131454,1,0
0.010500088,0.513087428,1,0
0.006271981,-0.521228898,0,0
0.008007949,-0.35469531,1,0
0.008095491,0.376153514,0,0
0.017647742,-0.023780815,0,0
0.015038031,0.130869202,0,0
0.008033289,-0.297519488,0,0
0.013257143,0.034968101,1,0
0.00963579,-0.143144523,0,0
0.009464808,0.053075412,1,0
0.007458833,0.098626575,0,0
0.00569717,-0.346161296,0,0
0.009656107,0.300176349,0,0
0.018445996,0.14127622,1,0
0.023338917,0.109723023,0,0
0.010320205,-0.083289653,1,0
0.012159588,0.019245513,1,0
0.006657627,-0.184605922,0,0
0.014798915,0.179129168,0,0
0.023533463,0.373000082,0,0
0.025831337,-0.274835028,0,0
0.011311294,-0.06842337,1,0
0.018397237,0.233565676,1,0
0.015990897,-0.073053063,1,0
0.011597085,-0.456780331,1,0
0.011085946,0.186761905,1,0
0.041744548,0.554056469,1,0
0.050354655,-0.292714457,1,1
0.059620929,0.008030531,0,0
0.027149931,-0.310180793,0,0
0.038478891,-0.025365926,0,0
0.048909916,0.256724417,0,1
0.039210866,-0.101776474,1,0
0.018863332,-0.886329396,1,0
0.027842505,0.190687642,0,1
0.023642985,0.216172783,1,0
0.017688337,-0.276769325,1,0
0.01652604,-0.182153196,0,0
0.018179693,0.064255546,0,0
0.012985507,-0.174710783,0,0
0.012022792,0.084763909,0,0
0.017768341,0.096436543,0,0
0.013005213,0.046496713,0,0
0.014400404,-0.151187484,0,0
0.040657143,0.311409478,1,0
0.02184893,-0.269101614,1,0
0.01821061,-0.353947201,0,0
0.011999774,-0.193911295,1,0
0.009027024,0.249655889,0,0
0.011585848,-0.368666072,0,0
0.014501611,0.261950992,0,0
0.011996478,0.020909765,0,0
0.023670612,-0.028458339,0,0
0.015187178,-0.071982846,0,0
0.012146096,-0.287404429,0,0
0.00842602,0.386896367,1,0
0.02173417,-0.12290195,1,0
0.010614015,-0.698489632,1,0
0.022362352,0.45204293,1,0
0.024163459,0.141377975,1,0
0.030192797,-0.019929015,0,1
0.038548359,-0.109623659,0,0
0.048889153,0.069045841,1,0
0.029012494,0.064934017,0,1
0.028906902,-0.085160607,0,0
0.026817855,-0.021595725,0,0
0.022955639,-0.241387605,1,0
0.042188684,0.125050769,0,0
0.012444444,-0.284863769,1,0
0.025418696,0.230596376,0,1
0.019082623,-0.206341932,0,0
0.014256854,-0.014100566,1,0
0.0128926,-0.27561966,0,0
0.011255312,0.019993853,0,0
0.011389,0.088956668,0,0
0.007734615,-0.164323199,0,0
0.014174708,0.188947133,1,0
0.010908682,-0.281909624,1,0
0.015798611,0.403756004,1,0
0.034928796,0.468496044,0,0
0.017126604,-0.793517308,0,0
0.031360624,-0.083802047,1,0
0.018392912,-0.187087495,0,0
0.014370966,-0.014986582,1,0
0.02279448,0.21575218,1,1
0.032796805,0.159603963,0,0
0.023240686,0.207991073,0,1
0.022370731,0.194922116,1,0
0.017292668,-0.953123736,0,1
0.033074036,0.393818832,0,0
0.015770145,-0.323897128,1,0
0.013732868,-0.494622269,0,0
0.011635354,-0.223664732,0,0
0.014312776,0.170709874,1,0
0.013839546,-0.0677954,0,0
0.008875897,-0.261490381,1,0
0.010566402,0.123079444,1,0
0.01307259,-0.235212425,1,0
0.013637093,-0.109230475,0,0
0.009018303,0.05485375,0,0
0.012574748,0.005600793,0,0
0.011220346,-0.207344949,1,0
0.014546613,0.240184032,0,0
0.013978209,0.13667743,0,0
0.010605579,-0.330623918,1,0
0.010005322,0.224442354,1,0
0.006506667,-0.20457015,1,0
0.011184246,0.319918212,0,0
0.01319386,-0.172348567,0,0
0.010790804,0.107501915,0,0
0.0081734,-0.217945797,0,0
0.011135169,-0.030207104,0,0
0.009640236,0.019373098,1,0
0.01163276,0.199184418,1,0
0.009203577,-0.455982589,0,0
0.007598294,-0.082627127,0,0
0.012794966,0.218465946,0,0
0.007075472,-0.001310454,1,0
0.010061428,0.649864418,1,0
0.010702554,-2.338902394,1,0
0.015509721,0.449502218,0,0
0.007882038,-0.627754215,0,0
0.018386714,0.197698241,0,0
0.007841229,0.054725167,1,0
0.023000494,0.14094165,0,0
0.021634224,-0.288731205,0,0
0.017647698,0.028321839,1,0
0.012991914,-0.456089019,0,0
0.023121387,0.236278913,1,0
0.02072871,-0.282343137,0,0
0.023977816,-0.270626263,0,0
0.011488673,0.159564107,0,0
0.017204873,0.050385168,0,0
0.007241054,0.11496842,0,0
0.005778303,-0.23950369,1,0
0.011549393,0.153589762,0,0
0.010993038,-0.043807619,0,0
0.004912978,-0.441008844,0,0
0.011707087,0.167739118,1,0
0.0139462,0.031633607,0,0
0.009821429,0.052390535,1,0
0.014905149,0.191916922,1,0
0.011805265,0.020249645,1,0
0.012525442,-0.294988388,0,0
0.008342487,0.14485762,0,0
0.012421723,-0.111218429,1,0
0.012100304,0.117922271,0,0
0.026652005,0.205961279,0,0
0.016481491,-0.142391974,0,0
0.014714383,0.465889957,0,1
0.022084367,0.420436844,1,1
0.038719321,-0.088643403,1,0
0.015672388,-0.865736035,0,0
0.01042713,-0.315511776,0,0
0.013229685,0.006331244,1,0
0.015874548,-0.135930468,0,0
0.012351589,0.041167769,1,0
0.01170915,0.045449873,0,0
0.015569493,0.049425821,0,0
0.010965435,-0.247872929,1,0
0.01146309,0.279772146,0,0
0.01097928,-0.010778703,0,0
0.022014891,0.195518406,0,0
0.018889817,-0.169682837,0,0
0.014718192,-0.157797349,1,0
0.011718205,-0.375516606,1,0
0.011369437,-0.007144278,0,0
0.008280903,-0.022021009,0,0
0.011058089,0.099817263,0,0
0.007373691,0.098857274,0,0
0.018297605,0.164302704,0,0
0.026040972,0.441429227,0,0
0.01260818,-0.125834636,0,0
0.011166579,-0.582326584,0,0
0.020143695,0.178286837,1,0
0.027117884,0.027909498,1,0
0.021057388,0.088512781,1,0
0.024641598,0.047996287,1,1
0.034572258,-0.105384733,0,0
0.023341023,0.274554321,0,1
0.025528908,-0.181563673,1,0
0.019290565,-0.30335324,1,0
0.026069396,0.139691502,1,0
0.021673387,-0.178115808,0,0
0.019782937,-0.163984161,0,0
0.014225333,-0.019355969,0,0
0.018698888,0.723535656,1,0
0.020970153,-2.475445195,1,0
0.014042036,-0.127837849,1,0
0.018101806,-0.023751511,0,1
0.012891754,0.20531044,1,0
0.008062373,-0.316269697,0,0
0.013508756,0.028449796,1,0
0.014698186,0.047900591,0,0
0.015900375,0.13493827,1,0
0.024650204,0.105711285,1,0
0.034910161,0.045814228,1,0
0.020556822,-0.132030413,1,0
0.022143959,-0.10311595,1,0
0.047605842,0.359593374,1,0
0.033480998,0.209580526,0,1
0.027193733,-0.316986173,1,0
0.020979021,-0.310052997,0,1
0.02803196,-0.055065996,0,0
0.0149193,-0.275222055,1,0
0.031200815,0.297591365,0,0
0.017463864,0.015037187,0,0
0.020031724,-0.148882738,1,0
0.038387285,0.257320564,1,0
0.045050909,0.052713706,0,1
0.021064604,-0.37076236,1,0
0.034766528,0.368243872,0,0
0.064078402,-0.028798085,1,0
0.027707454,-0.253015072,0,1
0.017499772,0.044290674,0,0
0.02497525,0.342303815,1,0
0.039618276,0.361392318,1,0
0.030854705,-0.380344461,0,0
0.014869706,-1.075209859,0,1
0.02824482,0.046120542,0,0
0.016163845,-0.317861203,1,0
0.018389006,0.261979267,1,0
0.031209765,0.327947553,1,0
0.029807522,-0.090706393,0,0
0.045770878,0.228911216,0,1
0.026487644,-0.308143835,1,0
0.028468455,-0.25862442,1,0
0.030722049,0.119096258,1,0
0.033676122,0.381928207,0,0
0.021043104,-1.179179713,1,0
0.026089732,-0.317484206,0,0
0.026858321,0.475005578,1,0
0.022325528,-0.08725228,0,1
0.035149773,0.101495968,0,0
0.028404344,-0.102766287,0,0
0.018479113,-0.056624217,0,1
0.020181799,0.031042035,1,0
0.034636369,0.013212952,1,0
0.024954212,0.040700527,1,0
0.036738085,-0.019317585,1,0
0.039858491,0.318324008,0,0
0.028405385,-0.311840309,0,0
0.017149616,-0.32710502,0,0
0.017665984,-0.116931069,1,0
0.0229635,0.216341041,1,0
0.034280834,0.080929785,0,0
0.01890769,-0.308686035,1,0
0.051960967,0.310022773,1,0
0.043422815,0.242781293,0,0
0.056591256,0.32348032,1,0
0.033780563,-1.575904286,0,1
0.066870268,0.365523764,1,0
0.042907461,-0.102894974,0,0
0.025411253,-0.255977217,0,0
0.018257893,-0.208206753,1,0
0.029255319,0.054975309,1,0
0.026162177,0.594361553,0,1
0.032037637,-0.558040608,0,0
0.019806665,-0.069906212,0,1
0.021890547,-0.335218641,0,1
0.031961385,0.090329269,1,0
0.020221066,-0.260431428,1,0
0.014380458,-0.32407027,1,0
0.013666667,0.166956871,0,0
0.021820082,-0.129878785,0,0
0.01858784,0.060824334,1,0
0.028230463,-0.02510117,0,0
0.012111976,0.116436856,1,0
0.026810176,-0.110451284,0,0
0.022349272,-0.314017337,0,0
0.01794368,0.090834839,0,1
0.024150609,0.241634966,1,0
0.017082534,-0.280842193,1,0
0.025989139,0.370190024,0,1
0.035824508,0.31946672,0,0
0.02667628,-0.500007523,0,0
0.018316118,-0.247075943,0,1
0.025547445,-0.037229222,0,0
0.015672867,0.127585548,0,0
0.01559286,-0.278404776,1,0
0.021060021,0.110331208,1,0
0.013144768,-0.332566554,0,0
0.011568199,-0.134639345,0,0
0.007607233,0.057894705,0,0
0.015042896,0.009191101,1,0
0.011015808,-0.029973144,0,0
0.011442319,0.113334474,1,0
0.011408179,-0.298004525,0,0
0.013544149,0.273471586,1,0
0.012101017,-0.51390502,0,0
0.009365786,0.087953812,0,0
0.011019916,0.13533377,1,0
0.012199851,-0.28137596,1,0
0.012981072,0.386744299,1,0
0.011492925,0.013468772,0,0
0.0129165,-0.089980452,0,0
0.021495593,0.05649601,0,0
0.008317666,-0.390060321,1,0
0.008881504,0.051559116,1,0
0.014028986,0.160748906,1,0
0.020646579,-0.033209888,0,1
0.021073225,0.250278576,0,0
0.018241114,0.014061718,0,0
0.013097793,-0.046243741,0,0
0.008381865,-0.316080217,0,0
0.019288631,0.396061749,1,0
0.013828316,-0.489060342,0,0
0.016458479,0.171474238,1,0
0.025297619,-0.01969175,0,1
0.033420473,0.391874302,0,0
0.036168542,-0.203420084,0,0
0.028504821,0.032788628,0,0
0.044434927,0.119581941,0,0
0.017031888,-0.668447654,0,0
0.010751378,-0.436376593,0,0
0.008107397,0.11812946,0,0
0.017255804,0.15426059,1,0
0.017575508,-0.223855398,1,0
0.017148707,0.021747237,1,0
0.016505698,-0.217510473,0,0
0.005939086,-0.031718157,1,0
0.01944028,0.284179704,0,0
0.018145363,0.276405572,1,0
0.012760443,-0.648663848,0,0
0.012851973,-0.038011928,0,0
0.019761653,0.247107166,1,0
0.009235557,-0.583008974,0,0
0.014102886,0.317544238,0,0
0.023482499,0.111060277,1,0
0.007995683,-0.194704065,1,0
0.012712072,-0.244667301,1,0
0.018556005,0.166507203,1,0
0.006902877,-0.329656855,1,0
0.012860483,0.054068158,1,0
0.014096916,0.005678343,0,0
0.010312301,0.160128776,1,0
0.021378382,0.52283759,0,1
0.028880866,0.282171201,1,0
0.021611284,-1.026086747,0,0
0.007603306,-0.531483108,1,0
0.025613968,0.356030415,1,0
0.032497782,0.163054232,1,0
0.017693445,-0.471694304,1,0
0.025009964,0.245472499,1,0
0.03083477,0.152882842,1,0
0.035698902,0.282460996,0,0
0.022739319,-0.572163449,1,0
0.030012571,-0.376156153,1,0
0.019091435,0.196378388,1,0
0.021904762,-0.004631333,1,0
0.022202742,0.148481222,0,1
0.017684887,-0.361272586,1,0
0.017288544,0.046513451,1,0
0.015195369,0.18563452,0,0
0.014299409,-6.53842706,0,0
0.013685701,0.345680554,0,1
0.021685635,0.434563127,0,1
0.029568663,0.103709245,1,0
0.017746094,-0.591966672,1,0
0.010806697,-0.415193846,0,0
0.012084592,-0.055927872,0,0
0.012683074,0.123480795,1,0
0.014125152,-0.195498319,1,0
0.014366499,0.248230717,0,0
0.013322168,-0.166560239,1,0
0.011102544,0.087542112,1,0
0.014316838,0.050542683,0,0
0.014549437,-0.237993364,1,0
0.019531856,-0.100758304,1,0
0.012660206,0.139261188,0,0
0.01758174,-0.054318565,1,0
0.014088868,0.185094645,0,0
0.020127448,-0.374411452,0,0
0.014504055,0.202377621,1,0
0.009832995,0.072855747,1,0
0.024059911,0.388346195,1,0
0.017002519,-0.500452153,1,0
0.019285942,-0.159093704,0,0
0.018617021,0.130969867,1,0
0.008491901,-0.71707215,0,0
0.020194235,0.221004435,0,0
0.011483693,0.314422646,1,0
0.006438755,-0.601763964,0,0
0.005647131,0.091890361,0,0
0.007907543,0.247098457,1,0
0.01183432,-0.377317061,1,0
0.012196958,-0.250014577,1,0
0.016032982,0.298547879,0,0
0.010615711,-0.111362249,0,0
0.010927303,-0.036117103,0,0
0.009658919,-0.453045645,1,0
0.013392178,0.331333119,1,0
0.011851624,0.012496379,1,0
0.01978954,0.330436073,1,0
0.053708859,0.522592592,0,0
0.021164116,-1.060770015,1,0
0.023413531,-0.078690748,0,0
0.013174911,0.149940596,0,1
0.01894061,-0.520459487,0,0
0.011719377,-0.276285552,0,0
0.012267958,0.029493177,0,0
0.012648221,0.044575761,1,0
0.028305028,0.664345045,1,0
0.034853477,-0.424300827,0,0
0.025211535,0.085956787,0,1
0.030856951,-0.320478848,0,0
0.031928901,0.264115663,0,0
0.01565332,-1.048655069,1,0
0.024175824,0.15177463,1,0
0.024882313,0.104385153,0,0
0.01588196,-0.080150338,0,1
0.017075947,0.119795611,0,0
0.00965251,-0.689456245,0,0
0.011111111,0.246587542,1,0
0.011251981,-0.165733261,0,0
0.009308285,0.119901983,0,0
0.012543117,-0.202072966,0,0
0.009063916,-0.127301263,1,0
0.010442643,0.149328294,0,0
