,time,ema(4),high low span,high above ema,close above ema,close relative to high,volume change,volume relative to span,to buy,Prediction
37,0.59,0.999434425,0.001255903,0.000716284,0.000565575,0.000150708,0.13526359400000001,0.009284854,0.000502361,0.0007271675116122398
38,0.6,0.9999017490000001,0.001155895,0.001002865,9.83e-05,0.000904614,0.226533326,0.0051025390000000006,0.000552819,0.0004597453804816966
39,0.61,0.999609573,0.001406399,0.000390427,0.000390427,0.0,0.107923373,0.01303146,0.000150686,0.0008000660258191325
40,0.63,0.999705499,0.000753352,0.00034472400000000003,0.00029450099999999996,5.02e-05,-0.10343317,-0.00728347,0.0008035760000000001,0.0004884249404201557
41,0.64,0.999462015,0.001003865,0.0007387580000000001,0.000537985,0.00020077299999999998,0.203317379,0.004937428,0.000501932,0.000644652704043867
42,0.65,0.999627548,0.0008532139999999999,0.000791531,0.00037245199999999995,0.000419079,-0.109332205,-0.007803872,0.000268512,0.0005811579171909572
43,0.66,1.000217851,0.00125565,0.0007866689999999999,-0.000217851,0.00100452,0.315552037,0.003979218,0.00075339,0.000690503251111111
44,0.44,0.995477142,0.004718035,0.004597353,0.004522858,7.45e-05,0.140190177,0.033654536,2.48e-05,0.0008008639414285715
45,0.45,0.998907325,0.003136796,0.003831582,0.001092675,0.002738907,-0.877069564,-0.0035764509999999996,0.00089637,0.0013776630131746032
46,0.46,0.999822317,0.002691253,0.001872175,0.00017768299999999999,0.0016944929999999998,-0.260836282,-0.010317788,0.000398704,0.0005649073896515764
47,0.47,1.0004320290000002,0.0020950770000000003,0.0008649230000000001,-0.000432029,0.0012969519999999999,-0.023474178,-0.089250262,4.99e-07,0.00042672244980019984
48,0.48,1.001294018,0.002099188,0.000430405,-0.001294018,0.0017244220000000002,-0.23108702899999997,-0.009083972,7.5e-05,0.0013678479625
49,0.49,1.0012520040000001,0.0018003,-0.00038536,-0.001252004,0.000866644,-0.06103865,-0.029494423,0.000475579,0.0007375023256410256
50,0.5,1.000892135,0.001409565,-0.00018185,-0.000892135,0.000710285,-0.137939489,-0.010218722,0.000849841,0.0011845151474961482
51,0.51,1.000294467,0.0014485,0.00015403299999999998,-0.000294467,0.0004485,-0.14384133699999999,-0.010070123,0.0004,0.0007968519797005085
52,0.52,1.000326762,0.001150288,0.00032340099999999996,-0.000326762,0.000650163,-0.527202701,-0.00218187,0.000125031,0.0006531468605454403
53,0.53,1.000827083,0.001927506,0.000349446,-0.000827083,0.001176529,0.257592017,0.007482785,0.001301692,0.0011590872251754385
54,0.54,0.9998355720000001,0.0018163629999999999,0.000364468,0.000164428,0.00020004,0.001193284,1.5221550769999999,0.00040008,0.0010528091158479532
55,0.55,1.000246554,0.001175911,0.000729202,-0.000246554,0.000975756,-0.296884606,-0.003960836,0.000908704,0.0010246421158426704
56,0.56,1.0009749140000002,0.002312973,0.001313005,-0.0009749139999999999,0.002287919,0.227619132,0.010161593,0.001052262,0.0007815267056430906
57,0.57,1.000554856,0.001102315,0.00044724900000000004,-0.000554856,0.001002104,-0.065201575,-0.016906261000000002,0.000801684,0.0007632028716452993
58,0.58,0.9999120909999999,0.0019287,0.000188049,8.79e-05,0.00010014,0.311540876,0.006190841,0.00025035,0.001746790117857143
